Date,Price,Open,High,Low,Volume,Chg%
29-12-2022,82.758,82.847,82.901,82.754,5390,0.03
28-12-2022,82.736,82.84,82.93,82.747,5860,-0.11
27-12-2022,82.83,82.675,82.909,82.655,4530,0.22
26-12-2022,82.65,82.775,82.847,82.627,4430,-0.16
23-12-2022,82.78,82.88,82.902,82.742,4820,-0.22
22-12-2022,82.96,82.825,82.989,82.643,6540,0.1
21-12-2022,82.88,82.73,82.933,82.654,6080,0.34
20-12-2022,82.6,82.582,82.885,82.564,6760,-0.06
19-12-2022,82.649,82.775,82.832,82.565,6150,-0.07
16-12-2022,82.706,82.865,82.897,82.626,6000,-0.17
15-12-2022,82.843,82.537,82.993,82.415,4470,0.45
14-12-2022,82.474,82.61,82.715,82.402,4360,0.12
13-12-2022,82.375,82.662,82.922,82.373,4880,-0.31
12-12-2022,82.634,82.434,82.745,82.423,5500,0.27
09-12-2022,82.41,82.244,82.509,82.086,5160,0.16
08-12-2022,82.28,82.267,82.477,82.253,5810,0.09
07-12-2022,82.204,82.422,82.783,82.188,8410,-0.33
06-12-2022,82.48,81.904,82.643,81.897,6770,0.72
05-12-2022,81.89,81.255,81.91,81.195,5800,0.59
02-12-2022,81.41,81.165,81.527,81.082,6800,0.36
01-12-2022,81.12,81.151,81.336,80.985,5750,-0.29
30-11-2022,81.359,81.645,81.65,81.271,3510,-0.31
29-11-2022,81.616,81.549,81.758,81.541,5710,-0.03
28-11-2022,81.64,81.814,81.846,81.518,4690,-0.06
25-11-2022,81.685,81.671,81.754,81.432,4690,0.09
24-11-2022,81.613,81.633,81.777,81.588,5670,0.01
23-11-2022,81.604,81.719,81.934,81.628,4850,-0.13
22-11-2022,81.714,81.728,81.83,81.58,5050,0.02
21-11-2022,81.699,81.672,81.927,81.579,8370,0.1
18-11-2022,81.617,81.53,81.8,81.505,7580,0.13
17-11-2022,81.51,81.453,81.854,81.422,5570,0.04
16-11-2022,81.48,81.105,81.574,81.105,7640,0.52
15-11-2022,81.061,80.992,81.449,80.703,8840,0.12
14-11-2022,80.965,80.525,81.299,80.51,8140,0.61
11-11-2022,80.477,80.565,80.996,80.483,7120,-0.19
10-11-2022,80.63,81.444,81.93,80.632,9400,-0.87
09-11-2022,81.335,81.34,81.628,81.21,7310,-0.04
08-11-2022,81.37,81.832,82.034,81.241,2980,-0.53
07-11-2022,81.804,82.075,82.324,81.809,6790,-0.19
04-11-2022,81.962,82.69,82.74,81.97,8330,-0.93
03-11-2022,82.731,82.894,82.996,82.693,7870,0.02
02-11-2022,82.712,82.682,82.818,82.609,6540,0.08
01-11-2022,82.65,82.817,82.826,82.494,5040,-0.14
31-10-2022,82.77,82.386,82.877,82.316,6850,0.62
28-10-2022,82.261,82.364,82.518,82.269,6130,-0.13
27-10-2022,82.368,82.031,82.574,82.017,6290,0.57
26-10-2022,81.901,82.445,82.539,81.961,2200,-0.74
25-10-2022,82.515,82.755,82.859,82.413,3980,-0.28
24-10-2022,82.744,82.603,82.884,82.572,1580,0.26
21-10-2022,82.529,82.836,83.104,82.539,4220,-0.35
20-10-2022,82.82,82.991,83.268,82.526,4130,-0.23
19-10-2022,83.013,82.298,83.111,82.288,4460,0.88
18-10-2022,82.291,82.161,82.406,82.005,5760,0.15
17-10-2022,82.171,82.413,82.426,82.089,4300,-0.21
14-10-2022,82.34,82.21,82.448,82.108,4410,0.2
13-10-2022,82.172,82.19,82.685,82.107,4260,0.02
12-10-2022,82.159,82.267,82.37,82.156,4800,-0.12
11-10-2022,82.256,82.421,82.506,82.095,4830,-0.14
10-10-2022,82.37,82.706,82.714,82.263,3540,-0.54
07-10-2022,82.82,82.292,82.832,82.106,5690,0.93
06-10-2022,82.06,81.52,82.316,81.476,4080,0.53
05-10-2022,81.631,81.46,81.721,81.326,2760,0.22
04-10-2022,81.451,81.495,81.685,81.284,4880,-0.05
03-10-2022,81.494,81.532,81.927,81.498,3650,-0.02
30-09-2022,81.509,81.497,81.725,81.151,6560,0.06
29-09-2022,81.461,81.594,81.967,81.468,6580,0.07
28-09-2022,81.406,81.875,82.02,81.345,0,-0.37
27-09-2022,81.705,81.374,81.782,81.282,0,0.12
26-09-2022,81.61,81.34,81.714,81.323,0,0.44
23-09-2022,81.25,81.049,81.285,80.77,0,0.25
22-09-2022,81.047,80.233,81.145,80.199,0,1.43
21-09-2022,79.907,79.765,80.076,79.75,0,0.2
20-09-2022,79.751,79.675,79.784,79.577,0,0.07
19-09-2022,79.693,79.716,79.831,79.574,0,0.01
16-09-2022,79.686,79.86,79.873,79.591,0,-0.19
15-09-2022,79.839,79.495,79.854,79.433,0,0.51
14-09-2022,79.431,79.594,79.625,79.369,0,-0.18
13-09-2022,79.577,79.393,79.632,79.01,0,0.29
12-09-2022,79.35,79.652,79.723,79.288,0,-0.36
09-09-2022,79.635,79.672,79.683,79.452,0,-0.04
08-09-2022,79.667,79.66,79.838,79.636,0,0.05
07-09-2022,79.63,79.908,79.974,79.594,0,-0.3
06-09-2022,79.87,79.803,79.916,79.735,0,0.11
05-09-2022,79.783,79.925,79.927,79.752,0,0.08
02-09-2022,79.717,79.71,79.914,79.604,0,0.06
01-09-2022,79.673,79.535,79.74,79.281,0,0.23
31-08-2022,79.491,79.707,79.717,79.415,0,-0.22
30-08-2022,79.665,79.968,79.985,79.417,0,-0.36
29-08-2022,79.954,79.989,80.135,79.892,0,-0.01
26-08-2022,79.961,79.883,79.983,79.709,0,0.12
25-08-2022,79.862,79.811,80.006,79.749,0,0.1
24-08-2022,79.78,79.875,79.9,79.691,0,-0.08
23-08-2022,79.847,79.875,79.919,79.682,0,0
22-08-2022,79.85,79.905,79.93,79.769,0,-0.09
19-08-2022,79.92,79.775,79.943,79.698,0,0.21
18-08-2022,79.75,79.405,79.765,79.372,0,0.5
17-08-2022,79.35,79.166,79.514,79.155,0,0.13
16-08-2022,79.248,79.55,79.605,79.25,0,-0.34
15-08-2022,79.518,79.654,79.658,79.459,0,-0.15
12-08-2022,79.641,79.61,79.759,79.59,0,0.08
11-08-2022,79.58,79.066,79.695,79.066,0,0.62
10-08-2022,79.09,79.56,79.613,79.018,0,-0.59
09-08-2022,79.563,79.582,79.661,79.497,0,-0.03
08-08-2022,79.584,79.425,79.689,79.42,0,0.28
05-08-2022,79.36,79.16,79.494,78.918,0,0.25
04-08-2022,79.16,79.096,79.84,79.048,0,0.07
03-08-2022,79.108,78.627,79.243,78.574,0,0.66
02-08-2022,78.587,78.961,79.002,78.393,0,-0.47
01-08-2022,78.959,79.185,79.241,78.894,0,-0.48
29-07-2022,79.336,79.604,79.604,79.168,0,-0.36
28-07-2022,79.626,79.763,79.855,79.586,0,-0.27
27-07-2022,79.845,79.823,79.995,79.774,0,0
26-07-2022,79.843,79.735,79.884,79.692,0,0.19
25-07-2022,79.691,79.784,79.885,79.678,0,-0.17
22-07-2022,79.83,79.883,79.938,79.803,0,-0.03
21-07-2022,79.85,80.026,80.067,79.76,0,-0.16
20-07-2022,79.98,79.907,80.067,79.878,0,0.16
19-07-2022,79.85,79.989,80.072,79.857,0,-0.18
18-07-2022,79.99,79.817,80.02,79.703,0,0.29
15-07-2022,79.76,79.867,79.979,79.715,0,-0.16
14-07-2022,79.89,79.708,80.235,79.666,0,0.3
13-07-2022,79.65,79.49,79.87,79.475,0,0.25
12-07-2022,79.45,79.466,79.666,79.459,0,0.05
11-07-2022,79.41,79.255,79.585,79.255,0,0.19
08-07-2022,79.26,79.18,79.435,79.128,0,0.14
07-07-2022,79.15,79.048,79.261,78.885,0,0.16
06-07-2022,79.02,79.163,79.383,78.918,0,-0.32
05-07-2022,79.271,78.965,79.427,78.945,0,0.46
04-07-2022,78.909,78.978,79.062,78.859,0,-0.02
01-07-2022,78.928,78.97,79.136,78.805,0,-0.03
30-06-2022,78.95,78.915,79.095,78.866,0,0.04
29-06-2022,78.92,79.007,79.07,78.843,0,-0.06
28-06-2022,78.97,78.449,79.049,78.432,0,0.7
27-06-2022,78.42,78.268,78.571,78.193,0,0.24
24-06-2022,78.23,78.162,78.365,78.113,0,0.12
23-06-2022,78.14,78.22,78.386,78.129,0,-0.03
22-06-2022,78.16,78.135,78.395,78.106,0,0.06
21-06-2022,78.116,77.949,78.151,77.929,0,0.28
20-06-2022,77.899,78.004,78.037,77.856,0,-0.05
17-06-2022,77.935,78.005,78.113,77.944,0,-0.02
16-06-2022,77.949,78.037,78.109,77.911,0,-0.26
15-06-2022,78.148,78.013,78.229,77.971,0,0.2
14-06-2022,77.994,78.105,78.105,77.93,0,-0.12
13-06-2022,78.087,78.195,78.313,77.968,0,-0.04
10-06-2022,78.116,77.78,78.202,77.762,0,0.41
09-06-2022,77.8,77.721,77.881,77.686,0,0.15
08-06-2022,77.683,77.703,77.791,77.6,0,0.05
07-06-2022,77.647,77.795,77.841,77.627,0,-0.19
06-06-2022,77.797,77.69,77.854,77.564,0,0.26
03-06-2022,77.592,77.425,77.662,77.385,0,0.27
02-06-2022,77.382,77.556,77.654,77.383,0,-0.22
01-06-2022,77.55,77.646,77.66,77.442,0,-0.02
31-05-2022,77.569,77.553,77.746,77.541,0,0.04
30-05-2022,77.537,77.594,77.594,77.473,0,-0.08
27-05-2022,77.596,77.638,77.683,77.53,0,-0.02
26-05-2022,77.614,77.502,77.721,77.486,0,0.14
25-05-2022,77.508,77.479,77.641,77.442,0,0.06
24-05-2022,77.46,77.543,77.687,77.469,0,-0.07
23-05-2022,77.517,77.675,77.73,77.439,0,-0.43
20-05-2022,77.85,77.444,77.899,77.432,0,0.58
19-05-2022,77.4,77.815,77.82,77.386,0,-0.51
18-05-2022,77.8,77.463,77.81,77.46,0,0.45
17-05-2022,77.454,77.805,77.81,77.375,0,-0.46
16-05-2022,77.811,77.499,77.915,77.499,0,0.44
13-05-2022,77.47,77.44,77.562,77.253,0,0.06
12-05-2022,77.42,77.423,77.635,77.304,0,0.01
11-05-2022,77.41,77.268,77.509,77.145,0,0.27
10-05-2022,77.202,77.381,77.458,77.115,0,-0.19
09-05-2022,77.35,77.001,77.536,76.988,0,0.51
06-05-2022,76.956,76.518,77.078,76.512,0,0.61
05-05-2022,76.492,76.155,76.577,75.99,0,0.31
04-05-2022,76.257,76.453,76.589,76.19,0,-0.27
03-05-2022,76.46,76.49,76.692,76.449,0,-0.01
02-05-2022,76.47,76.505,76.533,76.334,0,-0.07
29-04-2022,76.52,76.618,76.694,76.271,0,-0.18
28-04-2022,76.66,76.54,76.732,76.419,0,0.07
27-04-2022,76.605,76.768,76.806,76.49,0,-0.07
26-04-2022,76.66,76.553,76.698,76.436,0,-0.08
25-04-2022,76.72,76.558,76.788,76.543,0,0.34
22-04-2022,76.46,76.296,76.546,76.195,0,0.29
21-04-2022,76.241,76.265,76.373,76.076,0,0
20-04-2022,76.241,76.477,76.533,76.149,0,-0.25
19-04-2022,76.43,76.293,76.573,76.246,0,0.22
18-04-2022,76.261,76.313,76.435,76.205,0,-0.06
15-04-2022,76.305,76.309,76.349,76.278,0,0.05
14-04-2022,76.265,76.147,76.294,76.074,0,0.22
13-04-2022,76.095,76.15,76.28,76.023,0,0.05
12-04-2022,76.055,75.94,76.197,75.927,0,0.32
11-04-2022,75.81,75.962,76.09,75.784,0,-0.17
08-04-2022,75.938,75.93,76.065,75.702,0,0.06
07-04-2022,75.891,75.945,76.055,75.762,0,-0.05
06-04-2022,75.929,75.428,76.077,75.41,0,0.64
05-04-2022,75.443,75.44,75.56,75.266,0,0.02
04-04-2022,75.429,75.92,75.945,75.359,0,-0.72
01-04-2022,75.973,75.925,76.026,75.846,0,0.09
31-03-2022,75.901,75.827,75.968,75.643,0,0.13
30-03-2022,75.801,75.662,75.988,75.603,0,0.21
29-03-2022,75.64,75.98,76.164,75.566,0,-0.58
28-03-2022,76.08,76.325,76.385,76.039,0,-0.26
25-03-2022,76.28,76.246,76.309,76.125,0,-0.03
24-03-2022,76.3,76.53,76.53,76.188,0,-0.29
23-03-2022,76.52,76.121,76.53,75.977,0,0.51
22-03-2022,76.131,76.29,76.498,75.995,0,-0.2
21-03-2022,76.28,76.058,76.293,76.005,0,0.3
18-03-2022,76.05,76.079,76.215,76.007,0,0.18
17-03-2022,75.912,76.056,76.081,75.753,0,-0.36
16-03-2022,76.19,76.266,76.486,76.117,0,-0.29
15-03-2022,76.41,76.47,76.683,76.297,0,-0.03
14-03-2022,76.43,76.663,76.715,76.445,0,-0.07
11-03-2022,76.483,76.372,76.715,76.249,0,0.25
10-03-2022,76.29,76.256,76.505,76.056,0,-0.09
09-03-2022,76.355,76.915,77.004,76.317,0,-0.7
08-03-2022,76.89,76.984,77.187,76.715,0,-0.09
07-03-2022,76.96,76.675,77.173,76.658,0,0.72
04-03-2022,76.41,75.935,76.451,75.935,0,0.61
03-03-2022,75.943,75.652,76.02,75.603,0,0.44
02-03-2022,75.611,75.912,75.94,75.569,0,-0.19
01-03-2022,75.752,75.289,75.816,75.26,0,0.34
28-02-2022,75.493,75.76,75.79,75.282,0,0.58
25-02-2022,75.06,75.428,75.488,75.075,0,-0.71
24-02-2022,75.6,74.692,75.848,74.657,0,1.3
23-02-2022,74.63,74.625,74.73,74.532,0,0.01
22-02-2022,74.62,74.697,74.994,74.616,0,0.17
21-02-2022,74.495,74.584,74.741,74.343,0,-0.23
18-02-2022,74.67,75.075,75.105,74.479,0,-0.57
17-02-2022,75.1,74.993,75.238,74.953,0,0.1
16-02-2022,75.022,75.175,75.297,74.947,0,-0.17
15-02-2022,75.149,75.63,75.736,75.162,0,-0.67
14-02-2022,75.658,75.573,75.712,75.355,0,0.45
11-02-2022,75.319,75.315,75.506,75.171,0,0.33
10-02-2022,75.074,74.809,75.288,74.804,0,0.4
09-02-2022,74.778,74.718,74.872,74.63,0,0.12
08-02-2022,74.69,74.641,74.81,74.575,0,0.08
07-02-2022,74.629,74.699,74.783,74.605,0,-0.02
04-02-2022,74.64,74.644,74.866,74.613,0,0
03-02-2022,74.639,74.863,74.948,74.623,0,-0.21
02-02-2022,74.796,74.751,75.022,74.672,0,0.1
01-02-2022,74.724,74.563,74.882,74.41,0,0.26
31-01-2022,74.529,75.033,75.074,74.556,0,-0.67
28-01-2022,75.034,75.22,75.234,74.874,0,-0.2
27-01-2022,75.188,75.123,75.327,75.054,0,0.42
26-01-2022,74.874,74.794,74.967,74.697,0,0.14
25-01-2022,74.771,74.645,74.829,74.56,0,0.21
24-01-2022,74.615,74.373,74.749,74.298,0,0.31
21-01-2022,74.383,74.473,74.578,74.276,0,-0.08
20-01-2022,74.446,74.414,74.533,74.292,0,0.02
19-01-2022,74.428,74.569,74.735,74.36,0,-0.18
18-01-2022,74.56,74.254,74.622,74.213,0,0.43
17-01-2022,74.238,74.187,74.365,74.125,0,0.12
14-01-2022,74.151,73.954,74.221,73.916,0,0.26
13-01-2022,73.955,73.783,73.999,73.783,0,0.24
12-01-2022,73.776,73.802,74.055,73.748,0,-0.02
11-01-2022,73.79,74.025,74.058,73.755,0,-0.31
10-01-2022,74.02,74.23,74.243,74.005,0,-0.34
07-01-2022,74.271,74.457,74.457,74.245,0,-0.15
06-01-2022,74.38,74.457,74.522,74.325,0,0.13
05-01-2022,74.28,74.545,74.622,74.253,4780,-0.3
04-01-2022,74.501,74.385,74.712,74.375,5740,0.17
03-01-2022,74.373,74.463,74.484,74.244,2280,-0.13
31-12-2021,74.467,74.431,74.532,74.093,5560,0.09
30-12-2021,74.4,74.503,74.66,74.289,5120,-0.21
29-12-2021,74.56,74.765,74.86,74.567,5160,-0.19
28-12-2021,74.7,74.953,75,74.592,5120,-0.35
27-12-2021,74.96,75.024,75.179,74.945,4400,-0.02
24-12-2021,74.975,75.04,75.202,74.973,3830,-0.06
23-12-2021,75.02,75.495,75.496,75.035,4910,-0.56
22-12-2021,75.44,75.683,75.683,75.431,4630,-0.33
21-12-2021,75.69,75.793,75.804,75.394,5360,-0.04
20-12-2021,75.72,76.036,76.183,75.73,4730,-0.35
17-12-2021,75.985,76.19,76.286,75.943,5470,-0.22
16-12-2021,76.156,76.178,76.32,76.063,2690,-0.24
15-12-2021,76.34,76.099,76.419,76.025,2850,0.39
14-12-2021,76.04,75.787,76.045,75.763,4870,0.37
13-12-2021,75.76,75.685,75.811,75.57,4900,0.09
10-12-2021,75.692,75.613,75.864,75.577,5040,0.14
09-12-2021,75.583,75.394,75.688,75.382,5230,0.3
08-12-2021,75.358,75.415,75.569,75.3,5390,-0.04
07-12-2021,75.391,75.39,75.502,75.259,5380,0
06-12-2021,75.39,75.198,75.478,75.183,2460,0.22
03-12-2021,75.224,75.02,75.349,74.936,5170,0.34
02-12-2021,74.972,75.016,75.088,74.891,5000,-0.04
01-12-2021,75.004,75.08,75.08,74.789,6390,-0.11
30-11-2021,75.09,75.05,75.201,74.847,4960,0.08
29-11-2021,75.033,74.838,75.174,74.791,3080,-0.01
26-11-2021,75.04,74.605,75.085,74.562,4570,0.76
25-11-2021,74.475,74.625,74.625,74.448,5260,-0.17
24-11-2021,74.605,74.426,74.622,74.31,4430,0.24
23-11-2021,74.43,74.44,74.586,74.359,7220,0
22-11-2021,74.428,74.345,74.516,74.286,4650,0.13
19-11-2021,74.333,74.19,74.497,74.187,390,0.23
18-11-2021,74.16,74.316,74.34,74.014,5160,-0.11
17-11-2021,74.238,74.457,74.546,74.211,6500,-0.29
16-11-2021,74.452,74.438,74.535,74.284,6390,0.1
15-11-2021,74.375,74.373,74.495,74.315,4840,0.04
12-11-2021,74.342,74.341,74.545,74.287,5290,0.06
11-11-2021,74.296,74.41,74.592,74.274,5770,-0.14
10-11-2021,74.398,74.175,74.428,74.064,6990,0.31
09-11-2021,74.17,73.925,74.175,73.834,5540,0.36
08-11-2021,73.904,74.221,74.283,73.876,5390,-0.36
05-11-2021,74.174,74.548,74.57,74.164,53610,-0.49
04-11-2021,74.543,74.45,74.567,74.229,67660,0.13
03-11-2021,74.447,74.7,74.745,74.394,77190,-0.33
02-11-2021,74.69,74.837,74.91,74.57,65810,-0.19
01-11-2021,74.832,74.96,75.045,74.794,51380,-0.11
29-10-2021,74.915,74.788,75.034,74.74,67390,0.18
28-10-2021,74.783,75.069,75.144,74.75,67430,-0.37
27-10-2021,75.064,74.942,75.11,74.884,68680,0.17
26-10-2021,74.937,75.022,75.174,74.862,57980,-0.11
25-10-2021,75.017,74.96,75.187,74.887,48090,0.03
22-10-2021,74.994,74.884,75.009,74.672,4920,0.17
21-10-2021,74.869,74.825,74.929,74.689,5310,0.11
20-10-2021,74.79,75.085,75.192,74.748,5360,-0.41
19-10-2021,75.101,75.24,75.275,74.877,1380,-0.12
18-10-2021,75.19,75.034,75.394,75.034,5070,0.24
15-10-2021,75.013,74.99,75.074,74.881,2330,0.05
14-10-2021,74.976,75.266,75.369,74.97,5450,-0.41
13-10-2021,75.287,75.503,75.522,75.178,5880,-0.24
12-10-2021,75.468,75.44,75.683,75.161,6490,0.11
11-10-2021,75.383,75.125,75.544,75.052,6500,0.36
08-10-2021,75.112,74.851,75.183,74.824,3160,0.41
07-10-2021,74.805,74.768,74.935,74.699,6980,0.06
06-10-2021,74.758,74.532,75.057,74.52,5690,0.29
05-10-2021,74.54,74.573,74.673,74.409,5780,-0.04
04-10-2021,74.568,74.145,74.598,74.12,3000,0.59
01-10-2021,74.131,74.185,74.375,74.081,5440,-0.05
30-09-2021,74.164,74.325,74.368,74.121,5200,-0.15
29-09-2021,74.276,74.157,74.343,74.079,5500,0.12
28-09-2021,74.19,73.8,74.254,73.729,5470,0.5
27-09-2021,73.82,73.69,73.886,73.61,4950,0.01
24-09-2021,73.813,73.844,73.877,73.615,4780,0.02
23-09-2021,73.8,73.875,73.913,73.594,5420,0
22-09-2021,73.8,73.757,73.935,73.655,5260,0.08
21-09-2021,73.74,73.65,73.765,73.555,4890,0.13
20-09-2021,73.646,73.847,73.858,73.615,5140,0.01
17-09-2021,73.64,73.542,73.66,73.413,5310,0.1
16-09-2021,73.57,73.45,73.618,73.335,5410,0.18
15-09-2021,73.44,73.647,73.74,73.421,4990,-0.27
14-09-2021,73.64,73.536,73.73,73.526,5000,0.11
13-09-2021,73.56,73.565,73.79,73.555,4560,0.06
10-09-2021,73.517,73.557,73.577,73.382,1430,0
09-09-2021,73.52,73.732,73.873,73.485,6040,-0.34
08-09-2021,73.769,73.396,73.867,73.389,5680,0.45
07-09-2021,73.44,73.1,73.496,73.06,4820,0.5
06-09-2021,73.073,73.02,73.128,72.987,2140,0.12
03-09-2021,72.982,73.024,73.156,72.934,4180,-0.02
02-09-2021,72.993,72.987,73.126,72.94,4520,0
01-09-2021,72.99,72.992,73.16,72.913,5010,0.06
31-08-2021,72.947,73.421,73.421,72.907,2390,-0.47
30-08-2021,73.292,73.451,73.563,73.188,5170,-0.24
27-08-2021,73.47,74.15,74.207,73.455,20690,-0.92
26-08-2021,74.15,74.1,74.275,74.094,2190,0.05
25-08-2021,74.11,74.145,74.305,74.12,2140,-0.03
24-08-2021,74.133,74.106,74.232,74.087,1920,0.02
23-08-2021,74.12,74.274,74.309,74.084,2120,-0.31
20-08-2021,74.347,74.385,74.48,74.325,2380,-0.03
19-08-2021,74.37,74.285,74.458,74.261,1050,0.12
18-08-2021,74.28,74.338,74.354,74.227,1920,-0.12
17-08-2021,74.37,74.145,74.394,74.133,2250,0.28
16-08-2021,74.16,74.224,74.297,74.117,850,-0.11
13-08-2021,74.239,74.266,74.326,74.24,3140,-0.1
12-08-2021,74.31,74.1,74.339,74.1,4210,0.08
11-08-2021,74.253,74.425,74.495,74.201,4000,-0.24
10-08-2021,74.43,74.453,74.507,74.334,4420,-0.07
09-08-2021,74.48,74.262,74.502,74.197,3360,0.32
06-08-2021,74.24,74.082,74.247,74.045,2410,0.19
05-08-2021,74.098,74.175,74.29,74.086,2410,-0.07
04-08-2021,74.149,74.218,74.261,74.081,4220,-0.13
03-08-2021,74.249,74.335,74.382,74.203,4250,-0.14
02-08-2021,74.354,74.368,74.434,74.316,3960,0.02
30-07-2021,74.337,74.252,74.45,74.245,4270,0.12
29-07-2021,74.245,74.382,74.431,74.218,4200,-0.33
28-07-2021,74.49,74.546,74.549,74.309,4090,-0.01
27-07-2021,74.498,74.275,74.545,74.275,4570,0.23
26-07-2021,74.33,74.462,74.537,74.33,4140,-0.13
23-07-2021,74.425,74.467,74.577,74.374,2410,-0.03
22-07-2021,74.45,74.438,74.53,74.304,4590,-0.05
21-07-2021,74.486,74.527,74.64,74.493,1000,-0.06
20-07-2021,74.53,74.967,74.982,74.535,4710,-0.43
19-07-2021,74.851,74.702,75.031,74.691,4360,0.33
16-07-2021,74.606,74.549,74.668,74.498,4370,0.09
15-07-2021,74.54,74.454,74.575,74.434,2270,0.11
14-07-2021,74.46,74.672,74.675,74.459,4350,-0.17
13-07-2021,74.59,74.537,74.68,74.398,4290,0.08
12-07-2021,74.53,74.552,74.673,74.402,4520,0.06
09-07-2021,74.485,74.772,74.787,74.47,4470,-0.33
08-07-2021,74.73,74.759,74.87,74.652,4730,-0.08
07-07-2021,74.79,74.771,74.815,74.567,5290,0.28
06-07-2021,74.582,74.328,74.625,74.236,4970,0.4
05-07-2021,74.288,74.553,74.57,74.262,4330,-0.3
02-07-2021,74.512,74.561,74.885,74.504,5000,-0.06
01-07-2021,74.56,74.374,74.64,74.332,4310,0.27
30-06-2021,74.36,74.215,74.471,74.205,2160,0.09
29-06-2021,74.29,74.293,74.348,74.2,2050,0.03
28-06-2021,74.27,74.183,74.317,74.161,1870,0.08
25-06-2021,74.21,74.188,74.256,74.114,3810,0.04
24-06-2021,74.18,74.223,74.274,74.111,4460,0.05
23-06-2021,74.14,74.345,74.398,74.054,4450,-0.26
22-06-2021,74.33,74.112,74.415,74.043,5240,0.27
21-06-2021,74.13,74.094,74.338,74.053,5280,0.04
18-06-2021,74.1,74.19,74.283,73.804,2620,-0.08
17-06-2021,74.162,73.595,74.247,73.565,2450,1.22
16-06-2021,73.27,73.355,73.394,73.26,2050,-0.11
15-06-2021,73.35,73.228,73.378,73.151,1990,0.23
14-06-2021,73.18,73.282,73.307,73.099,2090,-0.08
11-06-2021,73.24,73.027,73.265,72.889,2010,0.23
10-06-2021,73.07,72.965,73.134,72.932,2030,0.12
09-06-2021,72.98,72.945,73.02,72.881,2180,0.04
08-06-2021,72.95,72.796,72.978,72.763,2140,0.23
07-06-2021,72.786,72.92,72.939,72.741,2310,-0.1
04-06-2021,72.86,73.032,73.133,72.819,4680,-0.25
03-06-2021,73.04,73.037,73.185,72.833,4740,0.12
02-06-2021,72.95,72.86,73.325,72.855,5360,0.12
01-06-2021,72.86,72.508,72.963,72.483,5220,0.48
31-05-2021,72.511,72.395,72.656,72.343,4120,0.15
28-05-2021,72.4,72.69,72.69,72.315,2280,-0.41
27-05-2021,72.7,72.704,72.796,72.501,2300,-0.03
26-05-2021,72.72,72.805,72.805,72.627,1010,-0.1
25-05-2021,72.79,72.867,72.885,72.745,2190,-0.05
24-05-2021,72.83,72.885,72.981,72.822,2240,0.02
